2	2	A boy with goggles and a whistle standing near a body of water.	A boy in a car crying.
1	1	One huge dog and one little dog are on a path with a tall man and shorter woman.	Great animals on a path
1	1	Two woman in brown coats in the background of a woman walking toward the front of the picture.	A woman walking away from her friends.
1	1	Santa and dancers outside of Radio City Music Hall in NYC.	Santa and his dancers are greeting children outside the Musica Hall.
2	2	A Family going for a walk in a park.	The family is watching a movie at the theater.
1	1	Girl in pink tank top and blue jeans rolling white paint outside	the girl is working
2	2	A man is just rubbing his eyes.	A man looking surprised.
3	3	Male wearing blue jeans and a black shirt playing the guitar outside a building.	A man is wearing pants
1	1	A man lines up a golf shot while many people look on.	The golfer is competing in the Masters Tournament.
2	2	Policeman standing next to his motorcycle.	The policeman is riding the motorcycle.
2	2	A female cheerleader is being held up by one male cheerleader while two other male cheerleaders stand to the side.	Some people sit on the ground.
3	3	Cowboys participate in a rodeo.	The cowboys are riding animals.
1	1	A marching band with red and green feather toppers on their hats marching in a parade.	A local school band is marching in a parade.
2	2	Two kids are experimenting with insects.	Two kids are playing a game of flag football.
1	1	Many different people at a protest holding different flags and signs.	People hold placards denouncing President Obama.
1	1	The group is watch a cartoon on a small electric device.	The group is watching a cartoon on a tablet.
1	1	Two German shepherds playing with a stick.	The dogs are training.
3	3	A baseball player is throwing a pitch from the mound.	A player is throwing a ball.
1	1	Three people in the snow put their gear in order.	A group of people put their gear in order for their hike.
1	1	A lady with red-hair in leather pants, boots, and jacket walks down the sidewalk with a little boy.	A lady is  going with her son to market.
1	1	A man wearing a blue collared shirt and a black newsboy hat plays an accordion next to a stone wall.	An accordion player takes his usual spot by the stone wall in the park, wearing his lucky hat.
3	3	two girls are doing an artwork.	The two girls make art.
3	3	The man is welding the iron.	A man is working on iron.
3	3	A little person wearing a kilt and holding a flag with a lion on it is waving from a stage.	A small person is on a stage.
1	1	This is the image of an older man, who sitting with his legs folded near stack of dry grass.	An old person can be seen sitting down.
3	3	A woman dressed all in black stands outside a shop and watches a man with a motorcycle.	A woman and a man outside.
2	2	Several children are standing on a sidewalk playing a game.	The game is taking place indoors.
2	2	Two women are hand-crafting something or making clay pottery.	Two women are sitting in a restaurant.
3	3	Three people gather around the table and have their picture taken.	Three people are having their picture taken.
3	3	A group of Event Staff move in and around two stalls covered in target logos in front of a building with arched windows.	The group is part of the staff.
2	2	Mom and her three children riding on a bicycle built for four.	A mother and her two children are walking to the bank.
2	2	people enjoying a sunny day at the beach	People playing laser tag
2	2	tattooed man in a sleeveless shirt stands in the doorway of a pawn shop with a mop.	Tattooed woman is sunbathing at the beach.
1	1	Racer riding a motorcycle with the racetrack in the background.	The racer is running a time trial.
2	2	A man jogging on the sidewalk while listening to music.	A man standing on the sidewalk listening to his wife complaining.
2	2	Time lapse of many people crossing a street in front of a large group of billboards.	A real time video of people playing guitar.
3	3	An infant with dark hair getting bathed in a small sink filled with soapy water.	A baby getting cleaned up.
2	2	A woman riding a bike while wearing a tracksuit.	A woman is riding a bike while wearing a business suit.
1	1	A girl wearing a lime green shirt, jeans and bowling shoes is trying to knock down the last three pins.	She has been having great success and the clothing seems to distract the opponent
1	1	3 men in the midst of a bunch of stuff, 2 on separate sides of the aisle of stuff designing some type of art, one in blue pants, the other in white.	Men are preparing a add campaign for ketchup.
2	2	A boy in a green sweater is sitting at a table.	A boy is preparing for bed.
1	1	A young boy casting his fishing line off a pier	A young boy caught a huge bass.
3	3	A man in a white shirt holding a brown stick, looking at the ground.	A human holds a piece of a tree.
2	2	A little boy in a white shirt and jeans balancing on a wooden bench outside in the middle of the woods.	A boy in a blue batter's helmet stands ready to hit the ball that is thrown.
2	2	Two mechanics are fixing a racing white car.	two men run
2	2	This girl has got some skills and is showing them off by playing with fire!	The girl is playing tea with her friend, fire.
2	2	Many people wearing headphones are sitting in blue chairs looking at computers.	people read books together
1	1	Three people sitting on a bus stop bench.	Three people are waiting for a bus.
2	2	A woman lies on a bar surrounded by people.	A woman standing up talking to a crowd.
3	3	A man in a blue, plaid shirt in a garage wearing a protective mask and using a torch on his workbench.	The man has his face covered.
2	2	A man in a kayak on a diving board over a pool of water.	The man is in a canoe.
3	3	A little boy in blue is pulling a toy car.	A boy playing with his toy.
2	2	Two females are wearing bikini tops and very short shorts while walking down the street.	Two females sitting underneath a tree.
1	1	A person stands in the middle of traffic.	A person stands in the middle in the public waiting to move.
2	2	A man in a pink and white striped shirt holding the reins of a horse.	The wild horse is ready to throw the man to the ground.
1	1	A Young Guy and a young girl enjoying a ride, in a car.	A young guy and a young girl enjoying a ride in a car to the state fair
3	3	Two women wearing colorful skirts and t-shirts are dancing in a dirt clearing in the center of a circle of other women, who are clapping.	Two women perform a dance for a crowd of other women.
3	3	A girl with brown hair and a black and white dress with her mouth wide open.	The girl has brown hair.
1	1	A woman in a short skirt holds a plastic bottle as she walks down a street with auto and pedestrian traffic.	The woman is carrying Dasani water.
2	2	A man sitting on a rail with balloons.	A man is sitting on a chair.
1	1	A snowboarder dressed in yellow makes a jump.	The snowboarder is a woman.
1	1	A person has his or her hands in a dog's mouth.	the person playing with dog
1	1	A dog attempts to squeeze between two gray steps.	the dog is a lab
2	2	Lots of people play in the water at the beach.	The people are in a pool.
3	3	A man in black pants and shirt is holding a guitar and standing next to a microphone in front of a pink background.	A man holds a guitar.
1	1	Man in blue jack, sleeping or passed out on a red public bench.	Man in blue jack, sleeping or passed out on a red public bench in a park.
1	1	A man sits and reads on a brick planter, while a woman sits at the base of a spiral staircase.	Two people are reading books.
2	2	A brown dog squating on grass.	The blue dog is running down the road.
2	2	A man is wearing a Batman costume with a cape.	The man is wearing a shirt and tie because he has an important job interview today.
2	2	Men are chopping tree trunks.	The men are taking a break from their work.
3	3	A man, wearing glasses and a white shirt, lines up a billiards shot.	A man is playing pool.
1	1	Two individuals with matching orange and white jackets and white helmets are sitting on motorcycle on wet gray brick pavement; gray brick steps are ascending behind them.	The individuals sat on the motorcycle posing for the picture.
3	3	A father and a son are enjoying their time at the beach.	A man and a boy are at a beach.
3	3	An old man stands next to a vise.	An old man is standing near a tool.
1	1	a man stares at bricks.	a man admiring his brickwork
3	3	A large crowd raises their hands in unison.	People express unity.
2	2	A group of more than a dozen bike riders competes in a close race.	A group is sitting down.
2	2	A group of Asian people, all wearing pink shirts, are walking and waving while carrying flags.	A group of Asian people go for a swim at the beach.
3	3	Fire department performing a rescue.	Firefighters are doing their jobs.
1	1	Two young men and an older man are standing in front of a big wooden cross.	People bow there heads in a solemn state.
1	1	One gentleman in a hat and off white shirt is chatting with another gentleman in a black shirt while they are sipping hot drinks.	The two guys are having coffee.
2	2	A young man leans his head back as he smokes during sunset.	A young man exercising in the room.
1	1	Two men, one playing a horn and the other playing a sax on a dimly lit stage.	The men are playing in a nightclub.
1	1	There is a group of balloons on the street being held by a person wearing a striped blue and white shirt.	The person is bringing the balloons home to his daughter.
3	3	A peasant woman sells a variety of vegetables on the street.	A woman sells vegetables.
3	3	A female gymnast is upside down with her legs in a split position.	The gymnast has extraordinary balance.
2	2	a little boy is squirting a yellow water pistol in the swimming pool.	A little boy is building a sand castle at the beach.
2	2	A couple is playing outside in a park, one a man on a guitar and the other a lady on a violin.	The man is playing the drums.
2	2	Several young girls playing on a trampoline with a blue covering.	The girls are playing with a pogo stick.
2	2	A band plays a song at a restaurant.	The band performs in a stadium.
2	2	A man wears a t-shirt showing a baby humping a stuffed bear.	A man is wearing a plain t-shirt.
2	2	A busy street with locals in India.	The busy street with locals in Washington.
2	2	Two dogs bite each others faces inside of a house.	A dog burying a bone
3	3	People in folding chairs take in the view from a cliff.	People relax while enjoying nature.
2	2	A biker with a white helmet is in midair with a cloudy sky and city skyline in the background.	A biker is driving his golf cart through the city.
1	1	Young female in a white outfit with angel wings balances a juggling bat on her chin while a young male in a red clown nose hits a ball of the bat with another bat.	The people are street performers.
3	3	Two young males siting outdoors in front of riot police.	the police were outside
2	2	Woman in black jacket hugs her baby on the street.	A lady has a soda.
3	3	A man is selling items on a street.	A man is selling items
1	1	A group of partying girls gather for a picture.	The girls are at a sweet 16 party.
2	2	A backpacker standing near water at dusk.	The backpacker is at home watching television.
2	2	Young boy wearing an Elmo t-shirt kneeling at a table with his meal.	A young girl stands on his meal.
2	2	A small baby in a onesie is sitting in a suitcase.	A big baby is playing with a suitcase.
3	3	The horses race on the dirt track while their riders urge them on.	The horses race on the dirt track.
1	1	A baby reaching into a water fountain.	The baby is warm and wants a drink.
3	3	A surfer, wearing a wetsuit, rides a wave.	a surfer in a wetsuit is surfing
2	2	A woman sitting on some steps smokes a cigarette while accessing her laptop.	A man sitting on some steps smokes a cigarette while accessing his laptop.
3	3	Two men are fighting each other in a martial arts match.	Two men fight.
1	1	A woman eats while a dog sits next to her and a man.	A woman is eating dessert.
3	3	A man stands near a crowd holding a protest sign.	A man holds a sign.
1	1	Dog in jacket running through snow	A dog is chasing a cat in the snow.
2	2	Two black and tan dogs are fighting in snow.	A cat is climbing a tree in the rain.
2	2	A man wearing a red life vest waves as he waterskiis.	A man is crawling across a desert.
1	1	Two men sitting comfortably in front of a large screen, giving what appears to be a speech to an audience.	Two men are giving a rousing speech about healthcare.
3	3	two tan dogs play in the grass	The dogs are outside.
3	3	Woman sits on the curb talking on a cellphone.	A woman outside talking on her mobile device.
3	3	A ballerina strikes a pose against an outdoor wall and window.	A ballerina poses outside
2	2	Young boy wearing sunglasses, and a brown shirt with black swirls.	A young boy is wearing a bright red shirt and top hat.
3	3	A1 team is standing in the rain.	A1 team is in the rain.
1	1	A man in a bowling alley getting ready to throw the bowling ball down the lane.	the man is on a bowling league
1	1	A young African woman is staring at a camera, in front of a bunch of clay pots.	A young potter is displaying her wares.
3	3	Two dancers are performing on stage.	people are dancing
3	3	A man with an almost shaved head is smiling with his mouth open while standing near some plants.	A man is smiling.
2	2	two women ordering grains at a street shot.	The grain shop is closed so the women are ordering meat from the butcher.
1	1	One man is playing a guitar, another is playing the keyboard and the last is playing a trumpet.	All three men are wearing white t-shirts.
2	2	A man and a woman in costumes are walking together.	A man and woman are naked in a field.
3	3	The little girl swings in the backyard.	The little girl is outside.
3	3	A small child with blue sandals rides a scooter near the beach.	A child is riding a scooter.
2	2	A white dog carries a soda bottle on the snowy ground.	A white dog relaxes in the sun.
3	3	A man in a trench coast waiting to cross a cross a street in downtown.	Someone waiting to cross a busy intersection.
1	1	Motorcycle racer going into a turn.	A tall human racing
2	2	Three women rest at a table with blue napkins and pitchers of water.	Some girls are drinking beer at the bar.
2	2	one policeman sitting on his motorcycle with two fellow policeman standing to the left	The three cops sit at desks in the station.
2	2	An Asian woman walking through an ankle-deep marsh while holding vegetation.	She is African.
2	2	A country with poverty, several people on board a two wheeled transportation with grass or hay to sit on, they're driving on dirt road with trees in the background.	Some people in a taxi in New York City.
3	3	WWII Victory Day parade with soldier marching down street, dressed in vintage gear and holding rifles.	Soldiers are marching in what appears to be a WWII Victory Day parade.
1	1	Woman posing with a painting.	A woman wearing a dress poses with a painting.
1	1	A waiter carries a tray of tall glasses and one black mug.	A waiter is serving a group of people.
2	2	A group of guys are playing roller hockey.	A group of guys playing a game of pocker together.
3	3	The woman in a white dress sitting in chair is holding a baby.	The woman is sitting down.
3	3	An old man with a white beard is gesturing and speaking into a microphone.	The old man is talking.
2	2	Two kids wearing blue are ridding horses.	The children are reading books at school
2	2	A white and brown dog runs along the shoreline.	man leaps high
1	1	This is a scene of several people walking outside during the day, including a woman with two coffee urns.	A woman who is outside really enjoys coffee.
1	1	A man with long hair and a pink shirt is speaking into a microphone.	man lectures a crowd
2	2	Two men in a yellow Penske truck	There are two men on a lawnmower.
2	2	A father standing on the side of a pond fishing as his son begins to wander off with the fishing net.	A father and son are watching football inside.
1	1	A boy in a maroon shirt and cap with gloves playing in a baseball ground.	the boy liked cowboys
1	1	A band plays a song at a restaurant.	The people in the restaurant listen to live music.
3	3	Four in bright clothes men are performing on a stage, while other men in brown at the base of the stage work on equipment.	four men in bright clothes are performing on stage while work is going on in the background
2	2	Two men are talking a flower stand.	Two men punching each other.
1	1	A blue-haired woman in a tight black dress raises a fist and holds a microphone to her mouth.	The anarchist lady with blue hair is really mad.
1	1	Happy children rocking out and smiling.	Kids are happy.
2	2	A small brick alley with a man walking at the end	A man is watching the horse race.
2	2	Several skiers standing around talking in a snowy scene.	A group of skiers dancing in the grass.
2	2	A man in a red button-down shirt is teaching a class in a classroom with blue painted walls.	The man with the red button down shirt is walking across the parking lot.
2	2	Two people are in a canoe.	Ten people are in a canoe.
3	3	A child on the beach while a woman takes pictures nearby.	Woman takes pictures of child.
3	3	A child goes skiing.	A child is at the ski lodge.
1	1	A blond woman in a fur coat and red hat stands in a doorway.	The woman is waiting for her kids.
2	2	A man in a dress shirt is talking on the phone and sitting next to a man in a suit.	The man is on the moon.
2	2	Four girls in a kitchen near a plate of brownies.	The girls are running in a park.
1	1	A brown and white dog wearing a red harness is running through a dry field, ears flapping.	The dog is chasing a rabbit.
2	2	Woman in a green and white striped shit lying in a chair with a yellow bag, holding a folded piece of paper.	Woman in a red and blue shirt standing up.
3	3	Three people on a porch, of which is a little boy who is sitting up straight in his chair.	A little boy sits with other people on a porch.
2	2	A man working on a bright orange machine.	The man is working on the bright blue machine.
3	3	A man wearing a headset plays a unique instrument for a group of onlookers.	The man is playing an instrument.
3	3	A man in a green jacket smoking a cigarette throwing a small ball.	A person is smoking.
1	1	A football player is catching the football.	A boy plays catch with a football.
1	1	One man holding a post and another man and woman waiting to cross the street looking to their left.	The people are walking together.
2	2	People at an affair outside under a tent.	People stand underwater during the outside event.
3	3	A man in a red shirt is jumping into tall grass.	A guy is spending time outside.
2	2	People are talking and visiting on a bus.	The people are in the truck.
2	2	A young man leaning against a streetlight as a bus with a statue of Liberty sign drives past.	An old woman is leaning against a streetlight.
3	3	A person riding a bike with blue wheels on a tree trunk at night.	Someone is riding a bicycle at night.
1	1	A small child turns to look as she walks down a sandy path.	A little kid is at the beach.
2	2	Little girl holding a kitten.	the girl is holding a rat
3	3	peoples running at the way	There are several people in this picture.
1	1	A guy on a bicycle midair above a ramp, doing a trick.	A guy is in a bicycle competition.
3	3	Several people walking past a food cart on a city street.	There are food carts on the street.
2	2	Little boy standing bu a wall looking at a toy train go by.	The little boy was running with his friends.
2	2	Road construction arrows are pointing left.	Some road signs are pointing to the right.
2	2	A girl with a brown jacket, white shirt with a black wolf on it, goggles, and blue gloves on working with test tubes.	A girl with a brown jacket, yellow shirt with a black wolf on it, helmet and blue gloves on working with test tubes.
2	2	ON a shantytown lined river, a man in a red shirt paddles a boat while standing.	A man in a green shirt rides a surfboard on the shantytown lined river.
3	3	A couple with sunglasses are laying on the beach.	A couple are outside.
3	3	Crowd watches as a woman runs down the street.	A crowd watches as a woman runs down the street
1	1	An elderly man riding his bike with a large white building behind him.	An old man is riding a bike.
1	1	Several men dressed in cowboy boots and hats are hanging around, and one man is getting his shoes shined.	There are many people at the Rodeo
1	1	Women holding up little girl on beach.	The woman is the child's mother.
3	3	A little boy in a gray shirt stands between two seated women.	A boy stands between two ladies.
3	3	The girls playfully pose for photos for each other in the park.	the girls are in the park
2	2	Two men dressed in colorful costumes are dancing during a street parade.	No one is dancing.
1	1	a woman with silver hair is admiring tomatoes	An old woman picking out tomatoes.
3	3	A woman is taking a picture of a monkey poster.	A woman is using a camera.
2	2	Two men carrying a briefcase talk to another man in a white t-shirt on a porch.	The men are at the high school dance.
1	1	A man in a white shirt is sitting in front of a microphone, playing a guitar.	A man is singing country music,
2	2	A man in a black wetsuit is surfing in the waves.	the chick is skin-boarding.
1	1	An adult is pulling a child out of a ball pit.	An adult is pulling a child out of a ball pit for money.
3	3	A large crowd of hundreds of people gather in the streets.	a large crowd of people are outside.
3	3	Someone hikes down a steep, frozen mountainside.	It has been cold outside.
1	1	A brick wall has colorful graffiti on it.	Graffiti with blue lettering
1	1	A woman dressed in a cultural dress is about to perform on stage with her band.	The woman will sing songs with her band.
1	1	A woman in a top hat is trying to get into a maroon car at night.	SHe is breaking into the car.
2	2	Four musicians play their instruments on the street while a young man on a bike stands by to listen.	a kid in a car goes through a drive thru
2	2	a boy wearing headphones poses in kitchen display	A boy wearing headphones is posing on Jupiter.
1	1	An older man with gray hair is sitting in a chair playing a large instrument made of bamboo.	The man carved the instrument himself.
2	2	A woman covering her mouth.	A woman coughing on another person.
3	3	Three men wearing white polo shirts and green caps standing in a row.	Three men are standing near each other
3	3	A man sits with his foot on a pole and smiles.	A man is sitting while smiling.
3	3	A man is selling a huge variety of blown up balloons outside.	The man is selling balloons.
2	2	"Several people, including a shirtless man and a woman in purple shorts which say ""P.I.N.K."" on the back, are walking through a crowded outdoor area."	Several people are walking through a movie theater.
3	3	Two football teams, one in yellow and white, the other in blue and white, play football.	Two football teams, one in yellow and white , the other in blue and white, play football
1	1	A woman smiles at the camera while playing violin.	The woman in the photo is a solo performer.
1	1	A left handed baseball player swings at a pitch while the catcher and umpire look on.	A baseball player hits the ball
1	1	A girl stands on a pier as a ferry comes in.	The woman is patiently waiting for her ferry ride across the channel.
2	2	A person is taking a blue bucket full of water and pouring it over themselves.	The person is hiding under an umbrella.
2	2	A tennis player in the middle of a game.	A person is sitting by the water
1	1	A fireman with his water hose.	fireman fights a fire
1	1	A black person in a home bathroom with a syringe.	The man is getting ready to inject insulin as treatment for his diabetes.
2	2	A long-haired man in a camouflage tee and blue jeans rocks out on a black electric guitar.	A man is at a blackboard writing something in front of a classroom full of young students.
2	2	A woman dressed in a black dress and tights walks on a boardwalk under a bridge.	There is a group of people ice skating.
1	1	Five young boys walking through a city street.	The boys are friends.
2	2	Person sitting in a chair selling goods outside of a building.	A man is watching T.V. at home.
3	3	A man works on weaving a cloth good for sale at the market.	A man weaving a piece of cloth.
2	2	A man is playing a Saxophone while people on the street listen to the music.	A man is playing a trumpet on the street.
3	3	Two elderly women are wading through the water in swimsuits and hats.	The women are outdoors.
3	3	Two men in life jackets working on a jet ski while a small boy in a life jacket and a woman look on.	Two men are working on a jet ski
1	1	A food vendor holds up a bag of snacks and a bottle as he stands in the crowd at a sports venue.	A man selling peanuts at a baseball game.
3	3	A man shoots a gun at a competition.	A man shoots a gun.
2	2	A man stands in front of a fallen down building.	A man helps to rebuild a building.
2	2	A man in a white dress shirt stands at the train station reading a newspaper.	a man is reading newpaper at the bus stand
2	2	Two women with bags are sitting near each other on some steps.	Two men are sitting together.
2	2	It's raining during a football game outside- number 94 in a dark jersey is trying to take down an opponent who is wearing a white jersey.	Basketball players play.
1	1	A boy from another country is being photographed by a tourist, and he does n't know what to make of it.	The boy is getting his picture taken for the first time.
1	1	A group of men and women wearing red coat and singing carols in a church for Christmas, 2011.	A group of men and women joyously wearing red coat
1	1	Several performers dressed in white clothing and maroon hats are lined up facing each other.	A group of performers are getting ready to line dance.
3	3	A man holding a crucifix in the middle of the road.	The man is in the road.
2	2	Three football players are in action on the field	Three basketball players are in the locker room.
1	1	Two people taking pictures and looking at a beautiful scene by the water.	Two people taking pictures and looking at a beatiful scene of fish by the water.
3	3	A family gathered at a painted van	A family was around a van.
3	3	A woman who is dressed up peddles on her bike while holding an umbrella.	A well dressed woman is selling things from her bicycle.
1	1	A white kid with blue shorts about to hit a tennis ball with a racket.	a child serves in a tennis match
3	3	A boy dressed all in blue waves a flag and skips away.	A boy is skipping while waving a flag.
1	1	Caucasian female In a black dress, Near an old Wooden Fence.	White female in a designer dress near an old fence.
1	1	2 Chinese people wearing traditional clothes	People wear traditional clothing for the festival.
1	1	A young man and an old woman are walking along a sidewalk next to a wall with graffiti on it.	A man and his elderly grandmother walk through a ghetto neighborhood.
1	1	A couple enjoy painting their bodies and shopping for groceries.	A couple love paintings on each other bodies.
3	3	A man in a hat is displaying pictures next to a skier in a blue hat.	A man is standing by a skier.
2	2	A man is holding the hand of a woman in a white dress and smiling.	A man is by himself on the couch.
1	1	the season is obviously changing by the color of leaves falling from trees as a young man in jeans and a dark t-shirt utilizes the decorative decorations of a building to do pull ups.	Trees are nearby.
1	1	A girl walks toward a herd of sheep in the distance.	The girl owns the sheep.
2	2	An old man reading a periodical sitting in a bus beside a houseplant.	A man hugging  a woman.
1	1	The child has a small red guitar and toy microphone.	A child is pretending to be a rock star
1	1	A young teacher or student is making a bulleted list of the classroom rules for a Chemistry class.	The TA is writing the rules for the lab class to copy down.
3	3	A lot of people are playing on a beach.	People playing.
1	1	A man cooks sausages dressed in typical chef clothing.	A chef is making a tables order.
1	1	A man in a yellow shirt and light colored pants sits next to a woman wearing a light colored hat in front of a camper while a young boy in a yellow shirt and jeans tosses rocks.	A boy plays a game.
1	1	2 Older women and a young girl with a red bike.	Two mothers watch the child ride her bike down the hill.
2	2	Two dogs run across the grassy field.	Two dogs are resting next to their owner in a grassy field.
2	2	This dark-skinned man checks his phone while riding in what looks like a bus.	A guy is sitting on the couch watching TV
1	1	Three police officers on motorcycles on the street with pedestrians walking on the sidewalk in the background.	Three motorcycle cops are on patrol in New York.
2	2	A fluffy, tri-colored dog is running down the road with a paper in its mouth.	a fluffy cat strolls down the street
1	1	A little Asian boy eating pizza.	The boy is at an Asian buffet.
3	3	A baseball player in red leaps into the air to avoid a player in blue, who is shortly behind him as he catches the ball, while other blue team members look on in the background.	The blue player catches the ball and tries to tag the red player, who jumps to avoid the blue player.
3	3	A male is sitting in a chair with a blue surgical mask on.	A masked man sits in a chair.
2	2	A skateboarder, with an intense look on his face, jumps over his friend who is laying on the ground.	The snowboarder is sitting
1	1	A boy climbs rocks.	A boy in blue shorts is playing outside on rocks.
1	1	A very excited man on top of a mountain jumping into the air.	A group of people are celebrating on the mountain.
1	1	A young woman in a red and black costume is posing on a red mat while people are watching behind her.	A woman poses on a mat for a performance theater piece as others look on.
3	3	A brown dog is running through the grass panting.	A brown dog is running.
1	1	A security officer uses her radio.	a woman in blue and white uses a radio
2	2	Two women are dressed in black bras and underwear as well as green feathers and walking on the street.	A plane landing at an airport.
2	2	A cyclist is leaning a mountain bike around a bend on a dirt track.	The cyclist is holding some rollerblades.
3	3	A man is sitting on the ground welding something.	The man is welding.
2	2	A man in a blue swimsuit jumps from a cliff into the water while another man watches.	The two men were swimming.
3	3	A man helping a woman practice boxing.	a man helps woman
3	3	Two small girls are looking at seaweed that has washed up onto the shore.	The small girls are at the beach.
2	2	A man riding a white surfboard, flies into horizontally into the air after launching off a large wave.	A man is shopping at a cell phone store.
3	3	A young female adult is getting her haircut by a woman wearing glasses and a pink shirt with a black apron.	Young adult getting haircut
2	2	Two older people hold hands while walking down a street alley with a group of people.	Two young people are hugging each other on the street
3	3	A man and woman enjoying a mountain view.	People look out over a vista.
3	3	Two people are standing in a room one of whom is smoking the shots are of the back of the foreground person.	Two people are in a room and standing.
1	1	A group of seamen talking in front of a boat.	A group of people with arms folded talking.
2	2	There is one man who is sitting on top of a school bus while another man walks down the aisle of the bus.	Two men are driving to work in their own cars.
2	2	Little kids with their hands in the air	The kids are taking a nap.
3	3	A man wearing a blue baseball cap is gazing into the distance.	There is a man wearing a hat.
3	3	A man in a red shirt and jean shorts driving an old tractor.	a young boy runs
3	3	Three men walking wearing hard hats.	Three men wearing hard hats.
2	2	Two people are sitting on furniture and looking at the camera.	Two people are trying to control the camera with their minds.
3	3	A woman jumping into a lake	A woman is jumping
2	2	A group of men are standing and two of them are hugging each other.	Naked men sleeping.
2	2	Constructions workers are working on a building.	People walking outside
1	1	A wakeboarder is performing a trick on a rail.	The trick is on water.
1	1	Men together in a meeting sitting in a studio with music sheets in front of them.	Recording artists are getting together about a new album.
3	3	A man catching a wave on a surfboard being observed or photographed by others from the shore.	A person is outside.
3	3	A young boy writing his wish list to be sent to Santa Clause.	A young boy is writing something on paper.
2	2	Two women wearing tiger print jumpsuits and sandals stroll down the street.	Two women are sitting down together on a bench.
2	2	A man with a beard and mustache, wearing a black hat, red suspenders, and a red tie, juggles three red ball like items.	A man throws flaming bowling pins in the air and they set a tree on fire.
2	2	Four men and one female stand near a rail at night.	One man sitting at a dinner table by himself.
2	2	A group of women and a group of men are standing slightly apart and singing.	some men and women standing in a park
2	2	There is a group of young girls in mainly black ruffled dresses in front of a black background with large purple, red and green fans on it.	A group of girls are painting a house.
1	1	Man in gray and black baseball uniform slides to base.	The White Sox second baseman slides into home safely.
1	1	A man dressed in protective gear walking along a stream with another man close behind him.	A man wears protective gear because of a biohazard nearby.
3	3	Several people are eating a meal outdoors at a restaurant.	The people are eating out.
3	3	Young adults are playing musical instruments.	These people are making music
1	1	A couple kissing while going up the escalator.	The husband and wife were feeling sexy as they completed their shopping at the mall
1	1	A soccer team carries their coach off of the field.	The Brazilian soccer team carries their coach off the field in a giant stadium.
2	2	Two blond women sit outside as people walk by wearing casual clothing and some wearing bookbags.	Two women are walking down a dark alley.
1	1	Two boys splashing in the surf.	Two kids are playing in the water.
2	2	Two women are reading articles about the Berlin Wall.	The women are near the Berlin Wall location.
3	3	Two men hanging out together.	Two guys who know each other.
1	1	A skateboarder in the air at a brightly colored ramp.	A guy hangs ten over a structure.
3	3	Two male scientists filling a jar full of some kind of liquid.	Two scientists are filling a jar.
3	3	A man in a black shirt picks up trash on the side of a road.	A man in black picks up trash on the side of the road.
1	1	A young man is standing in front of a group holding a few papers.	A man reads names off a list as a crowd eagerly waits for their name to be called.
3	3	Two people have their heads down on a table while a man in a brown jacket looks out the window at a group of bikes and motorcycles.	Two people put their heads on a table
1	1	The man on the bike is writing off road in the countryside.	The countryside is perfect for biking.
1	1	A man is walking a gray dog on the grass using a long leash.	A sad man is walking a gray dog on the grass using a long leash.
1	1	A man on the ground near a row of cars, and another man standing holding the first man's leg.	One man is injured.
3	3	In this photo a young lady is riding her bicycle down a park path in the early evening.	A person is outside riding a bike.
2	2	A man with a tattoo holding a mop near a video game store.	Kids raking up leaves.
2	2	The man in the long yellow jacket is talking on the phone.	The man and his son are sitting on the couch talking.
1	1	2 men are plowing a field together.	Two men plowing a field with a horse.
3	3	A baseball player prepares to hit the ball.	The player winds up his bat
3	3	Four people are jumping on a snowy hilltop.	Four humans are hopping on a hilltop of accumilation.
1	1	boy playing on some metal bars	There is a boy playing outdoors
3	3	A man is riding a board and jumping in the air while being towed by a motor boat.	A man is water skiing.
3	3	A soccer game about to start.	There are two soccer teams nearby or in the photo.
1	1	One boy stands pointing at another boy who is balled up on the floor.	There is a boy standing in a green jacket pointing at another boy.
1	1	Hikers walk through a forest.	Two women go hiking in the woods.
3	3	Girl with glasses wearing a black horizontally striped shirt, a blue tuque, and jeans sitting on a cobblestone sidewalk and street.	The girl is wearing glasses.
2	2	A band practicing for a gig.	The band broke up before the practice started
2	2	A child in a blue shirt is playing on playground equipment.	An adult eats a snack.
1	1	A man is standing outside a store looking in the window.	Man is looking through the window
3	3	a woman wearing a pink blouse with a blue skirt is texting in the foreground while three people are standing and talking in the background, all in a city setting.	The woman is on her phone in the city.
2	2	The band is setting up for their performance.	A band getting trashed at the after party.
2	2	A person is reading tarot cards while four other young people sit around them.	A person is not reading tarot cards
3	3	A large crowd of people are sitting outside of a store.	A large group is gathered outside of a store.
3	3	A child plays in backyard sprinklers.	A kid plays in spraying water.
2	2	A little boy with rain boots takes a walk in the park.	The little boy is taking a walk in his house.
3	3	"A woman in a blue winter coat and a person in a black winter vest are crossing the street when the ""Do n't Walk"" sign is lit."	People are crossing the road against the traffic light
2	2	A sailor steers a sailboat through a turn.	A man is rowing a boat in a river.
3	3	Twin brothers wearing the same shirt and pants, folding a towel together.	Two brothers are folding a towel.
1	1	People watching TV while eating.	THey are watching a comedy
2	2	A slim woman looks at the camera while she walks.	The woman is driving by in a van.
1	1	A policeman watches the group of runners.	A policeman watches girls running down the street.
1	1	This helmeted person is doing a stunt on a bicycle outdoors.	This person is outdoors
2	2	A girl is leading a horse across a street.	There is a boy leading a horse across a street.
